type,Date,Experimentname,Datetime,Number of hosts,Number of VMs,Total simulation time,Energy consumption,Number of VM migrations,SLA,ESLAV,PDM,ODF,Overall SLA violation,Average SLA violation,Number of host shutdowns,,,
Thesis,20110322,lrr_rsmc,10/12/2014 11:48,800,1516,86400,160.3046348,27543,0.007639189,1.224597381,0.098088247,7.788077644,0.203585368,9.641504561,4402,,,
Thesis,20110322,lrr_mu,10/12/2014 11:49,800,1516,86400,187.2497903,32334,0.005928886,1.110182742,0.066755365,8.881513086,0.26448684,9.919374772,5734,,,
Thesis,20110322,lrr_mumc,10/12/2014 11:50,800,1516,86400,186.9319934,32434,0.005935249,1.109487906,0.06690278,8.871453366,0.258678121,9.876317612,5735,,,
Thesis,20110322,mad_fs,10/12/2014 11:53,800,1516,86400,188.4145067,25856,0.006283764,1.183952316,0.088485118,7.101492598,0.106205133,9.907738788,5587,,,
Thesis,20110322,mad_mc,10/12/2014 11:54,800,1516,86400,187.0743226,25226,0.006132733,1.147276881,0.087255425,7.028483409,0.105681237,9.872881539,5458,,,
Thesis,20110322,mad_mcmc,10/12/2014 11:55,800,1516,86400,188.2950968,25679,0.006113814,1.151201258,0.08666382,7.054632814,0.1055304,10.01453259,5521,,,
Thesis,20110322,mad_mmt,10/12/2014 11:56,800,1516,86400,198.4966225,28604,0.002968417,0.589220772,0.059652708,4.976164858,0.072193122,10.25078104,6016,,,
Thesis,20110322,mad_mmtmc,10/12/2014 11:57,800,1516,86400,198.1159694,28503,0.002985488,0.591472859,0.059789812,4.993305667,0.070356052,10.08108239,5969,,,
Thesis,20110322,mad_rs,10/12/2014 11:58,800,1516,86400,187.8898377,25119,0.006152652,1.156020704,0.086392282,7.121760668,0.103583243,9.98131478,5478,,,
Thesis,20110322,mad_rsmc,10/12/2014 11:59,800,1516,86400,187.0352043,25424,0.00613518,1.147494616,0.086533475,7.089949692,0.104031639,10.07441682,5470,,,
Thesis,20110322,mad_mu,10/12/2014 12:00,800,1516,86400,213.624099,32428,0.004707594,1.005655585,0.061329808,7.675866597,0.070598012,10.32250118,6597,,,
Thesis,20110322,mad_mumc,10/12/2014 12:02,800,1516,86400,213.624099,32428,0.004707594,1.005655585,0.061329808,7.675866597,0.070598012,10.32250118,6597,,,
Thesis,20110322,thr_fs,10/12/2014 12:04,800,1516,86400,195.1637793,26636,0.00621328,1.212607115,0.089024371,6.979301825,0.099819601,10.19732254,5669,,,
Thesis,20110322,thr_mc,10/12/2014 12:04,800,1516,86400,192.0876958,25975,0.006326094,1.215164792,0.090399962,6.997894347,0.101453701,10.05399607,5564,,,
Thesis,20110322,thr_mcmc,10/12/2014 12:05,800,1516,86400,192.861218,26378,0.006216417,1.198905759,0.088920057,6.991017804,0.098622786,10.02641304,5554,,,
Thesis,20110322,thr_mmt,10/12/2014 12:05,800,1516,86400,201.7009792,28902,0.003056869,0.616573414,0.060783526,5.029107232,0.067881362,10.18224585,5950,,,
Thesis,20110322,thr_mmtmc,10/12/2014 12:06,800,1516,86400,203.2309316,29949,0.003327815,0.676314984,0.064563813,5.154304013,0.07187906,10.14119731,6107,,,
Thesis,20110322,thr_rs,10/12/2014 12:06,800,1516,86400,194.1278671,26572,0.006336777,1.230144971,0.089497311,7.080410301,0.099118884,10.00764271,5612,,,
Thesis,20110322,thr_rsmc,10/12/2014 12:07,800,1516,86400,194.4061515,26471,0.006215594,1.208349613,0.088186692,7.048221626,0.098961579,10.22985042,5625,,,
Thesis,20110322,thr_mu,10/12/2014 12:07,800,1516,86400,219.7563523,33263,0.004774565,1.049241032,0.062799038,7.602927257,0.068046445,10.19102503,6730,,,
Thesis,20110322,thr_mumc,10/12/2014 12:08,800,1516,86400,219.7563523,33263,0.004774565,1.049241032,0.062799038,7.602927257,0.068046445,10.19102503,6730,,,
Thesis,20110325,iqr_fs,10/12/2014 12:10,800,1078,86400,165.760137,22116,0.006895422,1.142986042,0.098661933,6.988938381,0.111440183,9.866750496,5106,,,
Thesis,20110325,iqr_mc,10/12/2014 12:10,800,1078,86400,163.7010723,21879,0.006642183,1.087332523,0.095647395,6.944447615,0.109137202,9.908200552,4982,,,
Thesis,20110325,iqr_mcmc,10/12/2014 12:11,800,1078,86400,165.7789146,22159,0.006582938,1.091312387,0.094809293,6.943347262,0.107952467,9.889349815,5082,,,
Thesis,20110325,iqr_mmt,10/12/2014 12:12,800,1078,86400,174.0726663,24864,0.003263751,0.568129753,0.064494482,5.060511229,0.072238093,9.991217343,5479,,,
Thesis,20110325,iqr_mmtmc,10/12/2014 12:12,800,1078,86400,174.3465923,24716,0.003356411,0.58517883,0.065635834,5.113686908,0.074444014,10.13677653,5462,,,
Thesis,20110325,iqr_rs,10/12/2014 12:13,800,1078,86400,164.8471067,21689,0.006561939,1.0817167,0.094024105,6.978996778,0.107088699,9.899218965,5033,,,
Thesis,20110325,iqr_rsmc,10/12/2014 12:13,800,1078,86400,165.9649492,21997,0.006550504,1.087154136,0.093615576,6.997237792,0.10620904,9.78901998,5081,,,
Thesis,20110325,iqr_mu,10/12/2014 12:14,800,1078,86400,189.7214339,28025,0.004936657,0.936589551,0.06566793,7.517606383,0.07235823,10.14386736,6080,,,
Thesis,20110325,iqr_mumc,10/12/2014 12:15,800,1078,86400,189.7214339,28025,0.004936657,0.936589551,0.06566793,7.517606383,0.07235823,10.14386736,6080,,,
Thesis,20110325,lr_fs,10/12/2014 12:16,800,1078,86400,135.2351125,20775,0.00720084,0.973806438,0.101966117,7.061993154,0.184838844,9.540924784,3669,,,
Thesis,20110325,lr_mc,10/12/2014 12:17,800,1078,86400,138.9507891,22703,0.007364239,1.023266768,0.099940571,7.368617685,0.17994359,9.186972104,3972,,,
Thesis,20110325,lr_mcmc,10/12/2014 12:17,800,1078,86400,139.4238992,22412,0.007294903,1.017083753,0.097195462,7.505394157,0.181928067,9.571071842,3947,,,
Thesis,20110325,lr_mmt,10/12/2014 12:18,800,1078,86400,152.5842099,26513,0.004722762,0.720618931,0.077904664,6.062232882,0.155262866,9.568103229,4846,,,
Thesis,20110325,lr_mmtmc,10/12/2014 12:19,800,1078,86400,152.8347471,26567,0.004907469,0.750031723,0.081292272,6.036820548,0.157213532,9.638988114,4883,,,
Thesis,20110325,lr_rs,10/12/2014 12:19,800,1078,86400,139.1288363,22303,0.00742129,1.032515505,0.100224025,7.404702083,0.169620253,9.488447192,3903,,,
Thesis,20110325,lr_rsmc,10/12/2014 12:20,800,1078,86400,137.509251,21952,0.007310968,1.005325676,0.099358324,7.358183266,0.17240501,9.532149421,3830,,,
Thesis,20110325,lr_mu,10/12/2014 12:20,800,1078,86400,161.3727019,27561,0.006221866,1.004039309,0.072488255,8.583274495,0.224620419,9.74769341,5121,,,
Thesis,20110325,lr_mumc,10/12/2014 12:21,800,1078,86400,161.3727019,27561,0.006221866,1.004039309,0.072488255,8.583274495,0.224620419,9.74769341,5121,,,
Thesis,20110325,lrr_fs,10/12/2014 12:22,800,1078,86400,135.2351125,20775,0.00720084,0.973806438,0.101966117,7.061993154,0.184838844,9.540924784,3669,,,
Thesis,20110325,lrr_mc,10/12/2014 12:23,800,1078,86400,138.9507891,22703,0.007364239,1.023266768,0.099940571,7.368617685,0.17994359,9.186972104,3972,,,
Thesis,20110325,lrr_mcmc,10/12/2014 12:23,800,1078,86400,139.4238992,22412,0.007294903,1.017083753,0.097195462,7.505394157,0.181928067,9.571071842,3947,,,
Thesis,20110325,lrr_mmt,10/12/2014 12:24,800,1078,86400,152.5842099,26513,0.004722762,0.720618931,0.077904664,6.062232882,0.155262866,9.568103229,4846,,,
Thesis,20110325,lrr_mmtmc,10/12/2014 12:25,800,1078,86400,152.8347471,26567,0.004907469,0.750031723,0.081292272,6.036820548,0.157213532,9.638988114,4883,,,
Thesis,20110325,lrr_rs,10/12/2014 12:25,800,1078,86400,138.6100715,21984,0.007192548,0.996959582,0.096295042,7.469281665,0.184252134,9.517972731,3919,,,
Thesis,20110325,lrr_rsmc,10/12/2014 12:26,800,1078,86400,137.6590844,21724,0.007174165,0.987589016,0.097371523,7.367826896,0.174424807,9.384684431,3848,,,
Thesis,20110325,lrr_mu,10/12/2014 12:27,800,1078,86400,161.3727019,27561,0.006221866,1.004039309,0.072488255,8.583274495,0.224620419,9.74769341,5121,,,
Thesis,20110325,lrr_mumc,10/12/2014 12:28,800,1078,86400,161.3727019,27561,0.006221866,1.004039309,0.072488255,8.583274495,0.224620419,9.74769341,5121,,,
Thesis,20110325,mad_fs,10/12/2014 12:29,800,1078,86400,162.3619143,21939,0.006959135,1.129898558,0.098391692,7.072889312,0.118781276,9.973472414,5021,,,
Thesis,20110325,mad_mc,10/12/2014 12:30,800,1078,86400,161.3727456,21632,0.006945502,1.120814709,0.098631112,7.041897541,0.119412505,9.833827015,4979,,,
Thesis,20110325,mad_mcmc,10/12/2014 12:31,800,1078,86400,161.9785177,21870,0.006779771,1.098177319,0.095750594,7.080657251,0.116118618,9.900999002,4961,,,
Thesis,20110325,mad_mmt,10/12/2014 12:31,800,1078,86400,171.9496405,24252,0.00326854,0.562024307,0.064816315,5.042773821,0.076258306,9.950121292,5413,,,
Thesis,20110325,mad_mmtmc,10/12/2014 12:32,800,1078,86400,170.8659495,24620,0.003285855,0.561440678,0.06470684,5.078063903,0.076258286,9.927838639,5413,,,
Thesis,20110325,mad_rs,10/12/2014 12:33,800,1078,86400,161.8876173,22063,0.007136554,1.155319659,0.099320352,7.185388971,0.120402994,9.867881048,5018,,,
Thesis,20110325,mad_rsmc,10/12/2014 12:33,800,1078,86400,163.2309493,22492,0.007073989,1.154693989,0.098267565,7.198702151,0.117800606,9.935861576,5060,,,
Thesis,20110325,mad_mu,10/12/2014 12:34,800,1078,86400,186.02518,27913,0.004960038,0.922691871,0.065606391,7.56029621,0.076517357,10.23879701,5996,,,
Thesis,20110325,mad_mumc,10/12/2014 12:35,800,1078,86400,186.02518,27913,0.004960038,0.922691871,0.065606391,7.56029621,0.076517357,10.23879701,5996,,,
Thesis,20110325,thr_fs,10/12/2014 12:37,800,1078,86400,168.720018,22796,0.006929223,1.16909864,0.09982556,6.9413315,0.110518138,10.08118722,5107,,,
Thesis,20110325,thr_mc,10/12/2014 12:37,800,1078,86400,166.7523922,22358,0.006728102,1.121927109,0.097064278,6.931594335,0.107099217,10.10128732,5039,,,
Thesis,20110325,thr_mcmc,10/12/2014 12:37,800,1078,86400,166.9849965,22352,0.006856183,1.144879626,0.097663367,7.020219331,0.107421683,10.01453084,5065,,,
Thesis,20110325,thr_mmt,10/12/2014 12:38,800,1078,86400,175.2362939,24883,0.003373914,0.591232233,0.066460208,5.076592983,0.072583156,10.1019824,5449,,,
Thesis,20110325,thr_mmtmc,10/12/2014 12:38,800,1078,86400,175.5057206,24916,0.003388936,0.594777653,0.066301161,5.111427859,0.072306915,10.00619334,5468,,,
Thesis,20110325,thr_rs,10/12/2014 12:38,800,1078,86400,169.3519349,22780,0.006871178,1.16364733,0.097907885,7.018002906,0.10822922,10.10017728,5076,,,
Thesis,20110325,thr_rsmc,10/12/2014 12:39,800,1078,86400,167.68572,22357,0.006689606,1.121751459,0.095995128,6.968693623,0.105523191,10.04377035,5069,,,
Thesis,20110325,thr_mu,10/12/2014 12:39,800,1078,86400,189.4385661,28179,0.005052091,0.957060869,0.067314841,7.505166589,0.073039946,10.2638237,6045,,,
Thesis,20110325,thr_mumc,10/12/2014 12:40,800,1078,86400,189.2541259,28134,0.005023708,0.950757468,0.066788101,7.521860831,0.072278789,10.24549453,6068,,,
Thesis,20110403,iqr_fs,10/12/2014 12:43,800,1463,86400,246.677984,31838,0.006477283,1.597803123,0.094341509,6.865782721,0.106128959,9.78218584,7178,,,
Thesis,20110403,iqr_mc,10/12/2014 12:44,800,1463,86400,244.8749465,31510,0.006324908,1.548811548,0.092484133,6.838911663,0.104180375,9.843309249,7039,,,
Thesis,20110403,iqr_mcmc,10/12/2014 12:45,800,1463,86400,245.3271597,31507,0.006365072,1.561524966,0.091979723,6.920081413,0.10449348,9.787322045,7046,,,
Thesis,20110403,iqr_mmt,10/12/2014 12:46,800,1463,86400,257.9584163,35514,0.002943927,0.759410631,0.061040027,4.822944365,0.068900424,10.05454123,7589,,,
Thesis,20110403,iqr_mmtmc,10/12/2014 12:48,800,1463,86400,256.2189721,35043,0.003242596,0.830814696,0.064299564,5.042952249,0.072129229,9.917244226,7483,,,
Thesis,20110403,iqr_rs,10/12/2014 12:49,800,1463,86400,245.5985604,31334,0.006253687,1.535896498,0.090826793,6.885288691,0.102641888,9.759777638,7047,,,
Thesis,20110403,iqr_rsmc,10/12/2014 12:50,800,1463,86400,245.2233611,31578,0.00625581,1.534070788,0.090236343,6.932694628,0.102342104,9.762937861,7054,,,
Thesis,20110403,iqr_mu,10/12/2014 12:52,800,1463,86400,273.9017747,39298,0.004449827,1.218815502,0.059387484,7.492869929,0.065412897,10.12530063,8132,,,
Thesis,20110403,iqr_mumc,10/12/2014 12:53,800,1463,86400,273.9017747,39298,0.004449827,1.218815502,0.059387484,7.492869929,0.065412897,10.12530063,8132,,,
Thesis,20110403,lr_fs,10/12/2014 12:55,800,1463,86400,200.6097385,30383,0.006882194,1.380635046,0.100810976,6.826829569,0.166388505,9.409492548,4965,,,
Thesis,20110403,lr_mc,10/12/2014 12:56,800,1463,86400,206.3517147,33657,0.007066106,1.45810302,0.097840043,7.222099924,0.160724002,9.381603697,5432,,,
Thesis,20110403,lr_mcmc,10/12/2014 12:57,800,1463,86400,205.576578,32834,0.006924528,1.423520785,0.095181112,7.275107333,0.16339878,9.487977742,5328,,,
Thesis,20110403,lr_mmt,10/12/2014 12:58,800,1463,86400,219.7012119,37972,0.004566125,1.003183209,0.076908052,5.937122247,0.150696998,9.541681248,6550,,,
Thesis,20110403,lr_mmtmc,10/12/2014 13:00,800,1463,86400,220.5405914,37808,0.004767577,1.051444241,0.078441505,6.077875405,0.144342754,9.42951488,6529,,,
Thesis,20110403,lr_rs,10/12/2014 13:01,800,1463,86400,203.9294911,32359,0.007054459,1.438612197,0.095569191,7.381519847,0.172359972,9.359195137,5231,,,
Thesis,20110403,lr_rsmc,10/12/2014 13:02,800,1463,86400,204.4800692,32304,0.007200427,1.472343755,0.097302714,7.400026619,0.179121386,9.520307337,5303,,,
Thesis,20110403,lr_mu,10/12/2014 13:03,800,1463,86400,238.6294727,40294,0.005969726,1.424552481,0.069442853,8.596601933,0.22339255,9.864753931,7192,,,
Thesis,20110403,lr_mumc,10/12/2014 13:05,800,1463,86400,238.6294727,40294,0.005969726,1.424552481,0.069442853,8.596601933,0.22339255,9.864753931,7192,,,
Thesis,20110403,lrr_fs,10/12/2014 13:07,800,1463,86400,200.6097385,30383,0.006882194,1.380635046,0.100810976,6.826829569,0.166388505,9.409492548,4965,,,
Thesis,20110403,lrr_mc,10/12/2014 13:08,800,1463,86400,206.3517147,33657,0.007066106,1.45810302,0.097840043,7.222099924,0.160724002,9.381603697,5432,,,
Thesis,20110403,lrr_mcmc,10/12/2014 13:09,800,1463,86400,205.576578,32834,0.006924528,1.423520785,0.095181112,7.275107333,0.16339878,9.487977742,5328,,,
Thesis,20110403,lrr_mmt,10/12/2014 13:11,800,1463,86400,219.7012119,37972,0.004566125,1.003183209,0.076908052,5.937122247,0.150696998,9.541681248,6550,,,
Thesis,20110403,lrr_mmtmc,10/12/2014 13:12,800,1463,86400,220.5405914,37808,0.004767577,1.051444241,0.078441505,6.077875405,0.144342754,9.42951488,6529,,,
Thesis,20110403,lrr_rs,10/12/2014 13:13,800,1463,86400,204.1241588,32157,0.007081821,1.445570762,0.096285548,7.355019699,0.172459672,9.310987242,5263,,,
Thesis,20110403,lrr_rsmc,10/12/2014 13:14,800,1463,86400,204.7940202,32690,0.007105004,1.455062258,0.095349002,7.451576314,0.177164287,9.382637826,5321,,,
Thesis,20110403,lrr_mu,10/12/2014 13:16,800,1463,86400,238.6294727,40294,0.005969726,1.424552481,0.069442853,8.596601933,0.22339255,9.864753931,7192,,,
Thesis,20110403,lrr_mumc,10/12/2014 13:18,800,1463,86400,238.6294727,40294,0.005969726,1.424552481,0.069442853,8.596601933,0.22339255,9.864753931,7192,,,
Thesis,20110403,mad_fs,10/12/2014 13:21,800,1463,86400,238.8597771,31563,0.006656297,1.589921582,0.095350176,6.980896262,0.114731136,9.851042397,6957,,,
Thesis,20110403,mad_mc,10/12/2014 13:23,800,1463,86400,240.4284016,32046,0.006847164,1.646252592,0.097915014,6.99296595,0.117802172,9.748633927,7041,,,
Thesis,20110403,mad_mcmc,10/12/2014 13:24,800,1463,86400,239.936622,32048,0.00663214,1.591293162,0.094110035,7.047218222,0.113256155,9.693003865,6990,,,
Thesis,20110403,mad_mmt,10/12/2014 13:26,800,1463,86400,251.2645124,34861,0.002994518,0.752416059,0.061117257,4.899627299,0.072560979,10.00679227,7374,,,
Thesis,20110403,mad_mmtmc,10/12/2014 13:27,800,1463,86400,251.9735038,35848,0.003475109,0.875635317,0.06738176,5.157343337,0.080893187,10.04360929,7500,,,
Thesis,20110403,mad_rs,10/12/2014 13:29,800,1463,86400,240.671253,32104,0.006773785,1.630255344,0.095897334,7.063580167,0.115743879,9.895418102,7024,,,
Thesis,20110403,mad_rsmc,10/12/2014 13:30,800,1463,86400,240.1743502,31884,0.006558905,1.575280765,0.092659963,7.078467227,0.111385189,9.766604455,6983,,,
Thesis,20110403,mad_mu,10/12/2014 13:32,800,1463,86400,272.3469549,40089,0.00487496,1.327680628,0.064179622,7.595807289,0.074800799,10.25894941,8194,,,
Thesis,20110403,mad_mumc,10/12/2014 13:34,800,1463,86400,271.3809617,39585,0.004811614,1.305780523,0.063599056,7.565543656,0.074180349,10.24462814,8150,,,
Thesis,20110403,thr_fs,10/12/2014 13:36,800,1463,86400,249.5481381,32193,0.006483414,1.617923858,0.094773536,6.840953872,0.104239456,10.08496711,7106,,,
Thesis,20110403,thr_mc,10/12/2014 13:37,800,1463,86400,246.6379762,31518,0.006377288,1.57288142,0.093776786,6.800497572,0.102818186,9.982988792,7032,,,
Thesis,20110403,thr_mcmc,10/12/2014 13:37,800,1463,86400,249.0675183,32218,0.006527502,1.625788753,0.09560285,6.827727534,0.105589015,10.02938474,7138,,,
Thesis,20110403,thr_mmt,10/12/2014 13:38,800,1463,86400,258.5576747,35488,0.002999849,0.775634048,0.061648909,4.866021625,0.068352275,10.12577148,7450,,,
Thesis,20110403,thr_mmtmc,10/12/2014 13:39,800,1463,86400,259.5360163,35194,0.003362382,0.87265911,0.066478875,5.057819564,0.073244695,10.12047566,7592,,,
Thesis,20110403,thr_rs,10/12/2014 13:39,800,1463,86400,249.2048958,32039,0.006508971,1.62206737,0.094804077,6.865707601,0.104574192,10.02491197,7102,,,
Thesis,20110403,thr_rsmc,10/12/2014 13:40,800,1463,86400,249.4293535,32483,0.006418594,1.600985745,0.092634937,6.928912772,0.102091464,9.993455674,7144,,,
Thesis,20110403,thr_mu,10/12/2014 13:41,800,1463,86400,280.5167367,40685,0.004664986,1.308606526,0.062094127,7.51276459,0.066270775,10.1565879,8391,,,
Thesis,20110403,thr_mumc,10/12/2014 13:41,800,1463,86400,280.8990565,40707,0.00469909,1.319969987,0.062352249,7.536360271,0.066623845,10.18070518,8386,,,
Thesis,20110409,iqr_fs,10/12/2014 13:44,800,1358,86400,197.8540099,26048,0.006435277,1.273245354,0.094229428,6.829370739,0.107045425,9.931919047,5911,,,
Thesis,20110409,iqr_mc,10/12/2014 13:44,800,1358,86400,196.8880491,25813,0.006559413,1.29146994,0.095944299,6.836688212,0.109244542,9.924510895,5854,,,
Thesis,20110409,iqr_mcmc,10/12/2014 13:45,800,1358,86400,195.3894434,25387,0.006312902,1.233474473,0.09247197,6.826828003,0.105976681,9.859449402,5766,,,
Thesis,20110409,iqr_mmt,10/12/2014 13:46,800,1358,86400,208.1285991,29002,0.002853148,0.59382169,0.059451544,4.799114985,0.067166812,10.0276413,6267,,,
Thesis,20110409,iqr_mmtmc,10/12/2014 13:47,800,1358,86400,206.6974228,28958,0.003042126,0.628799704,0.061680264,4.932090534,0.069719067,9.994213688,6340,,,
Thesis,20110409,iqr_rs,10/12/2014 13:48,800,1358,86400,196.2938435,25427,0.006391833,1.254677485,0.093503431,6.835934313,0.107222396,9.849532424,5825,,,
Thesis,20110409,iqr_rsmc,10/12/2014 13:49,800,1358,86400,196.8842553,25830,0.006421979,1.264386646,0.093103699,6.897663111,0.106076862,9.862303985,5830,,,
Thesis,20110409,iqr_mu,10/12/2014 13:50,800,1358,86400,222.0750157,32541,0.004645715,1.031697134,0.063117815,7.36038559,0.069882821,10.16551408,6859,,,
Thesis,20110409,iqr_mumc,10/12/2014 13:51,800,1358,86400,222.0750157,32541,0.004645715,1.031697134,0.063117815,7.36038559,0.069882821,10.16551408,6859,,,
Thesis,20110409,lr_fs,10/12/2014 13:52,800,1358,86400,160.0981285,24777,0.007017612,1.123506473,0.101432955,6.918472912,0.182108486,9.57507789,4151,,,
Thesis,20110409,lr_mc,10/12/2014 13:53,800,1358,86400,165.060209,27024,0.007375987,1.217482025,0.100982198,7.304245281,0.184972719,9.640262968,4548,,,
Thesis,20110409,lr_mcmc,10/12/2014 13:54,800,1358,86400,164.7226752,26931,0.006978566,1.149528107,0.097544355,7.154249219,0.164027862,9.426164171,4478,,,
Thesis,20110409,lr_mmt,10/12/2014 13:55,800,1358,86400,179.890822,31556,0.004465493,0.803301221,0.076164912,5.862926832,0.141800257,9.570281844,5563,,,
Thesis,20110409,lr_mmtmc,10/12/2014 13:56,800,1358,86400,179.165756,31441,0.004615262,0.826896852,0.077515837,5.953959742,0.155533541,9.614745219,5534,,,
Thesis,20110409,lr_rs,10/12/2014 13:56,800,1358,86400,163.6749931,26300,0.007340509,1.201457722,0.100084032,7.334345559,0.183151737,9.541390372,4426,,,
Thesis,20110409,lr_rsmc,10/12/2014 13:57,800,1358,86400,162.5683919,26375,0.007345542,1.194152997,0.098869638,7.429522822,0.181862674,9.562215247,4343,,,
Thesis,20110409,lr_mu,10/12/2014 13:58,800,1358,86400,190.3144102,32195,0.00597022,1.136218927,0.070954685,8.414131043,0.211652446,9.714757701,5874,,,
Thesis,20110409,lr_mumc,10/12/2014 13:59,800,1358,86400,190.3144102,32195,0.00597022,1.136218927,0.070954685,8.414131043,0.211652446,9.714757701,5874,,,
Thesis,20110409,lrr_fs,10/12/2014 14:01,800,1358,86400,160.0981285,24777,0.007017612,1.123506473,0.101432955,6.918472912,0.182108486,9.57507789,4151,,,
Thesis,20110409,lrr_mc,10/12/2014 14:01,800,1358,86400,165.060209,27024,0.007375987,1.217482025,0.100982198,7.304245281,0.184972719,9.640262968,4548,,,
Thesis,20110409,lrr_mcmc,10/12/2014 14:02,800,1358,86400,164.7226752,26931,0.006978566,1.149528107,0.097544355,7.154249219,0.164027862,9.426164171,4478,,,
Thesis,20110409,lrr_mmt,10/12/2014 14:03,800,1358,86400,179.890822,31556,0.004465493,0.803301221,0.076164912,5.862926832,0.141800257,9.570281844,5563,,,
Thesis,20110409,lrr_mmtmc,10/12/2014 14:04,800,1358,86400,179.165756,31441,0.004615262,0.826896852,0.077515837,5.953959742,0.155533541,9.614745219,5534,,,
Thesis,20110409,lrr_rs,10/12/2014 14:05,800,1358,86400,162.3083258,26583,0.007373617,1.19679946,0.099557197,7.406412973,0.18945296,9.522647501,4331,,,
Thesis,20110409,lrr_rsmc,10/12/2014 14:06,800,1358,86400,164.6819381,26275,0.007228886,1.190466896,0.097576906,7.408398046,0.187325327,9.39041574,4455,,,
Thesis,20110409,lrr_mu,10/12/2014 14:07,800,1358,86400,190.3144102,32195,0.00597022,1.136218927,0.070954685,8.414131043,0.211652446,9.714757701,5874,,,
Thesis,20110409,lrr_mumc,10/12/2014 14:08,800,1358,86400,190.3144102,32195,0.00597022,1.136218927,0.070954685,8.414131043,0.211652446,9.714757701,5874,,,
Thesis,20110409,mad_fs,10/12/2014 14:10,800,1358,86400,192.2192546,25786,0.00673713,1.295006104,0.096850065,6.956247234,0.118340938,9.892620988,5791,,,
Thesis,20110409,mad_mc,10/12/2014 14:11,800,1358,86400,192.2936473,25857,0.006647207,1.278215593,0.095930641,6.929179729,0.115856749,9.881968629,5774,,,
Thesis,20110409,mad_mcmc,10/12/2014 14:12,800,1358,86400,191.4933993,25386,0.006526005,1.249686878,0.093452793,6.98321023,0.114769699,9.903965529,5689,,,
Thesis,20110409,mad_mmt,10/12/2014 14:13,800,1358,86400,202.5498428,28848,0.003072373,0.622308757,0.062549158,4.91193416,0.075567455,10.18662674,6203,,,
Thesis,20110409,mad_mmtmc,10/12/2014 14:14,800,1358,86400,202.4050344,28305,0.00302747,0.612775233,0.061742297,4.903397645,0.073980031,10.07723682,6081,,,
Thesis,20110409,mad_rs,10/12/2014 14:15,800,1358,86400,191.6285563,25207,0.006557491,1.256602441,0.094686989,6.925439905,0.114900305,9.885166174,5695,,,
Thesis,20110409,mad_rsmc,10/12/2014 14:16,800,1358,86400,192.0551602,25327,0.006593871,1.266386883,0.094756317,6.958766308,0.115107746,9.949281253,5757,,,
Thesis,20110409,mad_mu,10/12/2014 14:17,800,1358,86400,217.4704274,32286,0.004740562,1.030931998,0.063532124,7.46167683,0.074741195,10.26428022,6764,,,
Thesis,20110409,mad_mumc,10/12/2014 14:19,800,1358,86400,217.4704274,32286,0.004740562,1.030931998,0.063532124,7.46167683,0.074741195,10.26428022,6764,,,
Thesis,20110409,thr_fs,10/12/2014 14:20,800,1358,86400,199.908929,26524,0.006450222,1.289456887,0.094538083,6.822881711,0.103940889,9.956393428,5855,,,
Thesis,20110409,thr_mc,10/12/2014 14:21,800,1358,86400,197.9231415,26259,0.006496485,1.285804646,0.094668299,6.862365446,0.104402453,9.987361089,5845,,,
Thesis,20110409,thr_mcmc,10/12/2014 14:21,800,1358,86400,199.3452095,26669,0.00641607,1.279012756,0.093556452,6.857965997,0.103519435,10.0693501,5876,,,
Thesis,20110409,thr_mmt,10/12/2014 14:22,800,1358,86400,209.3200351,29377,0.00301727,0.631575003,0.062005377,4.866142072,0.068484581,10.17985129,6293,,,
Thesis,20110409,thr_mmtmc,10/12/2014 14:22,800,1358,86400,208.5873957,29277,0.003175362,0.662340453,0.06381717,4.975717107,0.070451249,10.11441802,6271,,,
Thesis,20110409,thr_rs,10/12/2014 14:23,800,1358,86400,197.9684757,26055,0.006386165,1.264259405,0.093738439,6.812749756,0.103866674,10.0164791,5855,,,
Thesis,20110409,thr_rsmc,10/12/2014 14:23,800,1358,86400,198.878218,26066,0.006463848,1.285518517,0.094454548,6.843342001,0.10492496,10.05096128,5829,,,
Thesis,20110409,thr_mu,10/12/2014 14:24,800,1358,86400,224.5740416,33049,0.004786568,1.074938853,0.06502482,7.361139498,0.070735894,10.26130371,6938,,,
Thesis,20110409,thr_mumc,10/12/2014 14:25,800,1358,86400,224.5740416,33049,0.004786568,1.074938853,0.06502482,7.361139498,0.070735894,10.26130371,6938,,,
Thesis,20110411,iqr_fs,10/12/2014 16:25,800,1233,86400,194.0624748,25506,0.006572079,1.275393852,0.095861154,6.855830961,0.110237799,10.00807426,5792,,,
Thesis,20110411,iqr_mc,10/12/2014 16:26,800,1233,86400,192.5995608,25019,0.00654075,1.259745505,0.095416748,6.854928228,0.109370014,9.884821905,5659,,,
Thesis,20110411,iqr_mcmc,10/12/2014 16:27,800,1233,86400,194.0167842,25447,0.006447952,1.251010872,0.094028291,6.857459308,0.106746299,9.722726867,5744,,,
Thesis,20110411,iqr_mmt,10/12/2014 16:29,800,1233,86400,203.3992722,28634,0.002836912,0.577025896,0.058213157,4.873318088,0.066315613,10.07690553,6135,,,
Thesis,20110411,iqr_mmtmc,10/12/2014 16:30,800,1233,86400,203.6264777,28320,0.002855607,0.581477163,0.058889,4.849134511,0.06714806,10.04829795,6135,,,
